Area_m²,Location,Floor,Price_€,Newly_built
68.77,Centar,2,192500,0
110.25,Centar,1,345000,1
124.0,Veli vrh,1,242000,1
100.2,Valdebek,2,260000,1
68.77,Centar,2,192500,1
111.0,Centar,2,208000,0
54.99,Valdebek,0,143000,1
59.0,Centar,0,143000,1
88.0,Veruda,8,185000,0
56.0,Šijana,1,170000,1
293.96,Vidikovac,0,599000,0
122.0,Centar,1,360000,0
122.0,Centar,1,298000,1
58.96,Centar,2,206360,1
59.0,Šijana,0,142000,1
55.0,Veli vrh,0,137500,1
107.76,Štinjan,2,334000,1
140.0,Centar,1,280000,0
118.0,Šijana,2,210000,0
66.0,Centar,1,187000,0
78.0,Stoja,0,170000,0
105.22,Centar,1,327497,1
98.49,Šijana,1,185000,0
119.0,Centar,0,249900,1
71.0,Centar,2,220000,1
135.44,Centar,1,290500,0
74.0,Centar,1,220000,1
160.0,Monte Zaro,2,399000,1
89.82,Centar,1,185000,0
74.0,Centar,1,220000,0
79.13,Centar,2,196300,1
89.28,Centar,2,223200,1
66.99,Centar,1,203000,1
59.43,Centar,4,208005,0
115.0,Centar,2,299500,1
48.0,Monvidal,3,115000,1
214.0,Štinjan,0,247500,0
85.0,Veli vrh,1,181000,1
52.77,Centar,1,186000,0
76.0,Šijana,1,191600,1
53.76,Pragrande,1,134400,1
120.0,Veli vrh,2,345000,0
66.0,Centar,1,185400,0
125.0,Centar,1,395000,0
62.25,Centar,2,199200,1
71.54,Centar,1,250390,1
50.73,Centar,2,177555,1
112.0,Centar,2,291460,1
60.0,Stoja,4,156000,0
96.42,Centar,1,337440,0
125.0,Centar,1,395000,0
57.0,Centar,1,159348,0
130.31,Centar,1,469000,0
50.0,Šijana,1,94500,0
66.0,Centar,2,184800,0
203.0,Štinjan,0,246000,0
68.77,Centar,2,220000,1
48.39,Šijana,2,122425,1
105.22,Centar,1,323600,0
59.5,Monvidal,4,195000,1
93.15,Šijana,2,215500,0
62.37,Valdebek,0,162000,1
106.92,Centar,4,267300,1
70.91,Centar,0,120000,0
67.0,Veli vrh,1,174200,1
42.0,Centar,1,129500,0
77.29,Šijana,1,245000,0
294.0,Vidikovac,0,750000,0
76.86,Centar,1,269000,1
37.94,Centar,1,120000,0
59.43,Centar,4,208000,1
74.21,Centar,2,200000,0
67.0,Centar,1,209600,1
54.0,Stoja,4,139000,0
115.0,Centar,3,230000,0
145.0,Veruda,2,165000,0
135.0,Šijana,2,270000,0
124.0,Veli vrh,2,268000,0
64.82,Centar,1,140000,0
109.0,Šijana,1,140000,0
124.0,Centar,2,255000,1
54.0,Kaštanjer,0,132000,1
90.0,Centar,3,270000,0
76.82,Šijana,1,339900,0
50.53,Centar,0,115000,0
63.89,Centar,1,191670,0
60.24,Valdebek,0,156000,1
122.0,Centar,1,360000,0
54.07,Stoja,4,155000,1
96.99,Centar,4,242500,1
77.58,Arsenal,0,180000,0
50.14,Valdebek,1,142500,1
105.22,Centar,1,327500,1
45.0,Monvidal,3,119000,1
145.0,Veruda,2,165000,0
54.0,Centar,1,142688,1
61.77,Centar,0,104000,0
125.0,Monte Zaro,3,130000,0
60.0,Stoja,4,150000,0
57.67,Centar,1,115500,0
70.69,Centar,1,155000,0
80.0,Šijana,4,223000,0
80.21,Centar,2,290000,0
57.0,Šijana,1,138000,1
90.0,Centar,2,280000,0
55.0,Veruda,1,199700,1
82.58,Centar,0,160000,0
96.42,Centar,1,337470,1
48.3,Veli vrh,1,150500,1
71.54,Centar,4,250390,1
48.53,Šijana,1,126075,1
115.51,Valdebek,2,291000,1
108.6,Centar,2,368000,1
80.0,Centar,2,187000,0
130.31,Centar,3,456085,1
56.0,Centar,4,210000,1
103.0,Nova Veruda,1,225000,0
33.92,Centar,1,101760,1
61.88,Veruda,0,135000,0
59.19,Centar,1,154000,0
50.53,Centar,0,110000,0
73.4,Štinjan,2,220000,1
108.0,Kaštanjer,1,336500,1
60.41,Vidikovac,1,189000,1
124.95,Monte Zaro,3,113000,0
49.73,Centar,1,124400,1
45.62,Šijana,2,118300,1
90.0,Centar,1,200000,0
71.54,Centar,1,250390,0
67.39,Veli vrh,3,180000,1
59.43,Centar,2,208000,1
75.83,Veli vrh,1,197000,1
114.9,Centar,2,299000,0
53.0,Veruda,1,156000,1
107.76,Štinjan,2,313000,1
55.0,Centar,0,168000,1
53.16,Centar,2,145500,0
61.99,Centar,1,216965,1
47.57,Šijana,1,120000,0
115.0,Veli vrh,2,236000,1
135.0,Centar,1,280000,0
115.0,Centar,3,230000,0
60.24,Valdebek,0,156000,1
54.91,Veli vrh,1,137275,1
50.89,Centar,0,158395,1
51.59,Nova Veruda,0,290193,0
71.54,Centar,1,250500,1
72.0,Centar,3,229000,1
73.9,Nova Veruda,2,522700,1
62.0,Kaštanjer,0,167400,1
122.0,Valdebek,2,238000,0
110.13,Centar,2,372500,0
74.0,Centar,1,220000,0
59.16,Šijana,0,141500,1
68.77,Centar,3,220064,1
96.42,Centar,1,347000,0
108.0,Centar,2,196000,0
107.0,Centar,1,199000,0
71.54,Centar,4,250390,0
59.7,Centar,1,208950,1
166.0,Centar,2,250000,0
72.0,Veruda,2,210000,0
61.88,Centar,1,166000,0
130.31,Centar,3,456085,0
51.15,Nova Veruda,1,349100,1
71.0,Veli vrh,1,168500,0
59.7,Centar,3,215000,0
53.0,Šijana,2,122000,0
122.0,Centar,4,260000,0
59.0,Valdebek,3,177000,0
111.85,Centar,2,259000,1
41.35,Vidikovac,0,132320,1
99.39,Šijana,2,228250,1
39.0,Centar,0,110000,0
41.0,Veruda,0,124000,0
51.59,Nova Veruda,0,290193,0
130.31,Centar,4,456085,0
20.0,Monte Zaro,6,120000,0
51.59,Nova Veruda,3,290195,0
